character,jap text,Eng,Esp
menu_label__(L_08341),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_08357),部下エッチ初,Subordinate sex first,El sexo subordinado primero
menu_label__(L_0837a),部下エッチ愛欲,Subordinate sex lust,Lujuria sexual subordinada
menu_label__(L_083b0),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_083e5),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_083f6),捕虜／部下になる,Become a prisoner of war/subordinate,Prisioneros de guerra/subordinados.
menu_label__(L_0840c),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_08422),捕虜愛欲,POW,POW
menu_label__(L_08438),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_08449),鹿の子／イベント１,Kanoko/Event 1,Kanoko/Evento 1.
menu_label__(L_08455),鹿の子／イベント２,Kanoko/Event 2,Kanoko/Evento 2
menu_label__(L_08267),次,next,siguiente
menu_label__(L_08461),佐々木鹿の子／売春,Sasaki Kanoko/prostitution,Sasaki Kanoko/prostitución
menu_label__(L_0846d),佐々木鹿の子／裸エプロン,Sasaki Kanoko/Naked Apron,Sasaki Kanoko/Delantales desnudos
menu_label__(L_08479),部下イベント,subordinate event,evento subordinado
menu_label__(L_0848f),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_084a0),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_084b6),鹿の子／調教,Kanoko/Training,Kanoko/Formación.
menu_label__(L_084c2),鹿の子／戦闘会話,Kanoko/Combat Conversation,Kanoko/Conversaciones de combate.
menu_label__(L_084ce),鹿の子／春風と,Kanoko／With Harukaze,Kanoko／con Harukaze
menu_label__(L_084da),鹿の子＆春風／ＥＰＬ,Kanoko & Harukaze/EPL,Kanoko & Harukaze/EPL
menu_label__(L_085be),部下イベント,subordinate event,evento subordinado
menu_label__(L_085cf),盾／部下になる,Tate/Become a subordinate,Tate/Convertirse en un subordinado.
menu_label__(L_085e0),盾／自害,Tate/Suicide,Tate/Autolesiones.
menu_label__(L_085ec),盾／投降,Tate/surrender,Tate/surrender
menu_label__(L_085f8),盾／自動移動,Tate/Automatic Move,Tate/Movimiento automático.
menu_label__(L_08604),盾／アエンと共に去る,Leave with Tate/Aen.,Vete con Tate/Aen.
menu_label__(L_08610),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_08621),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_08632),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_08643),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_08654),盾／ＥＰＬ,Tate/EPL,Tate/EPL
menu_label__(L_0884e),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_08864),部下イベント,subordinate event,evento subordinado
menu_label__(L_0887a),部下エッチ１,Subordinate sex 1,Sexo subordinado 1
menu_label__(L_0889d),部下エッチ愛欲,Subordinate sex lust,Lujuria sexual subordinada
menu_label__(L_088d3),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_08908),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_08919),捕虜戦闘要求,POWR,POWR
menu_label__(L_08934),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0894a),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_08960),捕虜愛欲,POW,POW
menu_label__(L_08976),捕虜売春,prisoner of war prostitution,Prostitución de prisioneros de guerra
menu_label__(L_0873a),次,next,siguiente
menu_label__(L_08987),キリカ／イベント１,Kirika/Event 1,Kirika/Evento 1.
menu_label__(L_08993),キリカ／イベント２,Kirika/Event 2,Evento 2.
menu_label__(L_0899f),キリカ／迎撃,Kirika/Interception,Kirika/Intercepción.
menu_label__(L_089ab),キリカ／逃亡,Kirika/Escape,Kirika/Escape
menu_label__(L_089b7),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_089c8),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_089d9),支倉キリカ／売春,Hasekura Kirika／prostitute,Hasekura Kirika／Prostituta
menu_label__(L_089e5),キリカ／本部でクルスと,Kirika/Kurusu and Kurusu at headquarters,Kirika/Kurusu y Kurusu en la sede
menu_label__(L_089f1),部下イベント／金,Subordinate Event/Fri.,Eventos/fondos subordinados
menu_label__(L_08a12),キリカ／戦闘会話,Kirika/Combat Conversation,Kirika/Conversaciones de combate.
menu_label__(L_08a1e),キリカ／戦闘会話／ハイネ,Kirika/Combat Conversations/Haine,Kirika/Conversaciones de combate/Haine.
menu_label__(L_08a2a),キリカクルス／ＥＰＬ,KirikaKurusu／ＥＰＬ,KirikaKurusu／ＥＰＬ
menu_label__(L_08bf0),部下イベント,subordinate event,evento subordinado
menu_label__(L_08c01),部下エッチ,subordinate sex,sexo subordinado
menu_label__(L_08c12),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_08c23),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_08c34),捕虜愛欲１,POW Lust 1,POW lust 1.
menu_label__(L_08c4a),捕虜愛欲,POW,POW
menu_label__(L_08c65),捕虜スカウト愛欲,POW Scout Lust,Lujuria de los exploradores POW
menu_label__(L_08c84),捕虜スカウト愛欲／ＮＯ,POW scout lust/NO,POW explorando la lujuria/NO.
menu_label__(L_08ca3),春風／イベント１,Harukaze/Event 1,Harukaze/Evento 1
menu_label__(L_08caf),春風／アエンの心配,Concerns of Harukaze/Aen.,Harukaze/Aen preocupación.
menu_label__(L_08cbb),春風／逃亡,Harukaze/Escape,Harukaze/Escape
menu_label__(L_08cc7),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_08cd8),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_08b48),次,next,siguiente
menu_label__(L_08ce9),春風／売春,Harukaze/Prostitution,Harukaze/Prostitución
menu_label__(L_08cf5),春風／調教,Harukaze/Training,Harukaze/Entrenamiento
menu_label__(L_08d01),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_08d17),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_08d3f),春風／ＥＸＰＵＰ,Harukaze/EXPUP,Harukaze/EXPUP
menu_label__(L_08d4b),春風／戦闘会話,Harukaze/Combat Conversation,Harukaze/Conversaciones de combate
menu_label__(L_08d57),春風／戦闘会話／アエン,Harukaze/Combat Conversation/Aen,Harukaze/Conversaciones de combate/Aen.
menu_label__(L_08f1d),部下イベント／戦闘まだ,Subordinate events/combat still,Eventos subordinados/combate todavía
menu_label__(L_08f33),部下イベント／戦闘中,Subordinate Events/In Combat,Eventos subordinados/en combate
menu_label__(L_08f49),部下イベント／戦闘すみ,Subordinates Event/Combat,Evento subordinado/previo a la lucha
menu_label__(L_08f5f),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_08fad),捕虜／部下,POWs/Subordinates,POWs/subordinados.
menu_label__(L_08f70),捕虜／隠居,POW/Hermit,Prisioneros de guerra/jubilados
menu_label__(L_08fbe),ハイネ／悪司との戦闘１,Battle with Haine/Akuji1,Haine/Akuji combate1
menu_label__(L_08fca),ハイネ／悪司との戦闘２,Battle with Haine/Akuji 2,Haine/Akuji combate 2
menu_label__(L_08fd6),ハイネ／悪司撃退,Haine/Akuji repelled,Haine/Akuji repelido
menu_label__(L_08fe2),ハイネ／部下から隠居,Haine/Hiding from subordinates,Haine/subordinado a jubilado.
menu_label__(L_08fee),ハイネ／死亡後,Haine/After death,Haine/Después de la muerte
menu_label__(L_08e87),次,next,siguiente
menu_label__(L_08ffa),ハイネ／アエン捕獲,Haine/Aen Captured,Haine/Aen capturado
menu_label__(L_09006),ハイネ／アエン死亡,Haine/Aen Death,Haine/Aen Muerte
menu_label__(L_09012),ハイネ／キリカ捕獲,Haine／Kirika Captured,Haine／Kirika Capturado
menu_label__(L_0901e),ハイネ／キリカ死亡,Haine／Kirika Death,Haine／Kirika Muerte
menu_label__(L_0902a),リンダ＆ハイネ／ＥＰＬ,Linda&Haine/EPL,Linda & Haine/EPL
menu_label__(L_090e0),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_090f6),部下イベント,subordinate event,evento subordinado
menu_label__(L_0910c),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_0911d),郷田／接触,Gouda/Contact,Gouda/Contacto
menu_label__(L_09129),郷田／来る,Gouda/come,Gouda/venir
menu_label__(L_09135),郷田／ＰＭ１,Gouda/PM1,Gouda/PM1
menu_label__(L_09141),郷田／処刑,Gouda/Execution,Gouda/Ejecución.
menu_label__(L_0914d),郷田真／ＥＰＬ,Gouda true/EPL,Gouda Verdadero/EPL
menu_label__(L_09223),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_09239),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_0924f),部下イベント,subordinate event,evento subordinado
menu_label__(L_09265),部下プレゼント,Subordinates Present,Subordinados presentes.
menu_label__(L_09276),香太郎／接触,Koutarou/Contact,Koutarou/Contacto
menu_label__(L_09282),香太郎／来る,Koutarou/Coming,Koutarou/Ya voy.
menu_label__(L_0928e),香太郎／ＰＭ１,Koutarou/PM1,Koutarou/PM1
menu_label__(L_0929a),香太郎／処刑,Koutarou/Execution,Koutarou/Ejecución.
menu_label__(L_092a6),天戸香太郎／ＥＰＬ,Amato Koutarou／ＥＰＬ,Amato Koutarou／ＥＰＬ
menu_label__(L_0934a),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_09360),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_09376),秋光／接触,Akimitsu/Contact,Akimitsu/Contacto
menu_label__(L_09382),秋光／来る,Akimitsu／Come,Akimitsu/Viene.
menu_label__(L_0938e),秋光／ＰＭ１,Akimitsu/PM1,Akimitsu/PM1
menu_label__(L_0939a),秋光／処刑,Akimitsu/Execution,Akimitsu/Ejecución.
menu_label__(L_093a6),柳秋光／ＥＰＬ,Yanagi Akimitsu／ＥＰＬ,Yanagi Akimitsu／ＥＰＬ
menu_label__(L_0957c),部下イベント１,Subordinate Event 1,Evento subordinado 1
menu_label__(L_09592),部下イベント２,Subordinate Event 2,Evento subordinado 2.
menu_label__(L_095a8),部下イベント,subordinate event,evento subordinado
menu_label__(L_095be),部下イベントウパス,Subordinate EventsUpasu,Evento subordinado Upasu.
menu_label__(L_095d4),イルラカムイ／接触,Ilulakamui/Contact,Ilulakamui/Contacto
menu_label__(L_095e0),イルラカムイ／来る,Ilulakamui/come,Ilulakamui/venir
menu_label__(L_095ec),イルラカムイ／離反,Ilulakamui/離反,Ilulakamui/Desenganche.
menu_label__(L_095f8),イルラカムイ／攻撃１,Ilulakamui/Attack 1,Ilulakamui/Ataque 1.
menu_label__(L_09604),イルラカムイ／攻撃２,Ilulakamui/Attack 2,Ilulakamui/Ataque 2
menu_label__(L_09610),イルラカムイ／故郷へ,Ilulakamui/To my hometown,Ilulakamui/A la patria
menu_label__(L_0961c),イルラカムイ／ＰＭ１,Ilulakamui／ＰＭ１,Ilulakamui/PM1
menu_label__(L_09628),イルラカムイ／ＰＭ２,Ilulakamui／ＰＭ２,Ilulakamui／ＰＭ２
menu_label__(L_09634),イルラカムイ／処刑,Ilulakamui/Execution,Ilulakamui/Ejecución.
menu_label__(L_09508),次,next,siguiente
menu_label__(L_09640),ウパス／調教,Upasu/Training,Upasu/Formación.
menu_label__(L_0964c),ウパス／売春,Upasu/Prostitution,Upasu/prostitución
menu_label__(L_09658),イルラカムイ／戦闘会話,Ilulakamui/Combat Conversation,Ilulakamui/Conversaciones de combate
menu_label__(L_09664),イルラカムイ／ＥＰＬ,Ilulakamui／ＥＰＬ,Ilulakamui／ＥＰＬ
menu_label__(L_097ce),悪司／捕虜最初,Akuji/POW first,Akuji/POW primero
menu_label__(L_097da),悪司／捕虜最後,Akuji/Last of the POWs,Akuji/El último de los prisioneros de guerra.
menu_label__(L_097e6),タマネギ／調教の館希望,Tamanegi/Hope to train house,Tamanegi/Casa de la Esperanza para la Formación
menu_label__(L_097f2),市議会／わかめで麻薬だよ,City Council/Drugs in wakame.,Ayuntamiento/Drogas en el wakame.
menu_label__(L_097fe),わかめ／戦争中の事情１,Wakame/Circumstances during the war 1,Wakame/Circunstancias durante la guerra 1.
menu_label__(L_0980a),わかめ／戦争中の事情２,Wakame/Circumstances during the war 2,Wakame/Circunstancias durante la guerra 2
menu_label__(L_09816),わかめ／戦争中の事情３,Wakame/Circumstances during the war 3,Wakame/Circunstancias durante la guerra 3.
menu_label__(L_09822),わかめ／戦争中の事情４,Wakame/Circumstances during the war 4,Wakame/Circunstancias durante la guerra 4
menu_label__(L_0982e),森田愛／汎用汎用,Morita love/general purpose general purpose,Morita Amor/propósito general
menu_label__(L_0983a),辻家晴子／汎用汎用,Tsujiya Haruko/General Purpose,Tsujiya Haruko/generic-generic
menu_label__(L_09846),民華／汎用汎用,Minka/General Purpose General Purpose,Minka/Uso general Uso general
menu_label__(L_09852),シラハマ／慰安旅行,Sirahama/Comfort trip,Sirahama/viaje de confort
menu_label__(L_0985e),ナンコウ／第６倉庫,Nanko/Warehouse 6,Nankow/Almacén 6.
menu_label__(L_09992),瑞海／寝返り,Mizuumi/Turn over,Mizuumi/Voltea
menu_label__(L_0999e),和樹／ＰＭも終わりかしら,I wonder if PM is over.,Kazuki/Me pregunto si el PM ha terminado.
menu_label__(L_099aa),和樹／悪司との会談,Meeting with Kazuki/Akuji.,Reunión con Kazuki/Akuji.
menu_label__(L_099b6),和樹／寝返る,Kazuki/Turn over,Kazuki/Voltea
menu_label__(L_099c2),和樹／裏金,Kazuki/back taxes,Kazuki/impuestos atrasados
menu_label__(L_099ce),和樹／ＰＭ無視,Kazuki/ignore PM,Kazuki/Ignorar PM
menu_label__(L_099da),和樹／お祝いの品,Kazuki/Celebrations,Kazuki/Celebraciones
menu_label__(L_099e6),和樹／割引サービス,Kazuki/Discount Service,Kazuki/servicios con descuento
menu_label__(L_099f2),和樹／オナニー,Kazuki/Masturbation,Kazuki/Masturbación.
menu_label__(L_0994c),次,next,siguiente
menu_label__(L_099fe),裏金／悪司Ｘ,Backing money/AkujiX,Dinero de respaldo/AkujiX
menu_label__(L_09a0f),裏金／悪司レイプ,Back taxes/AkujiRape,Puñaladas por la espalda/Akuji Violación
menu_label__(L_09a20),裏金／悪司こまし,Uragane/AkujiKomashi,Dinero entre bastidores/Akuji Komashi
menu_label__(L_09bcd),夜空／コウベにて,At Yozora/Kobe,Yozora/en Koubé
menu_label__(L_09bd9),夜空／コウベにて２,Yozora/2 at Koubé,Yozora/en Koubé 2
menu_label__(L_09be5),夜空／ロッコウにて,Yozora/at Rocco's,Yozora/En Roccow.
menu_label__(L_09bf1),夜空／ロッコウにて２,Yozora/2 at Rocco's,Yozora/en Rokkoú 2
menu_label__(L_09bfd),夜空／アマノサトにて,Yozora/at Amanosato,Yozora/en Amanosato
menu_label__(L_09c09),夜空／火星大王の元へ,Yozora/To the Great Mars,Yozora/Al Gran Marte
menu_label__(L_09c15),夜空／火星大王の怒り,Yozora/The Wrath of Mars the Great,Yozora/Muerte de Marte el Grande.
menu_label__(L_09c21),夜空／火星大王の帰還,Yozora/Return of the Great Mars,Yozora/Retorno del Gran Marte
menu_label__(L_09c2d),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_09c3e),捕虜汎用１,POW general purpose 1,POW propósito general 1
menu_label__(L_09c54),捕虜愛欲,POW,POW
menu_label__(L_09c65),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_09c76),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_09b69),次,next,siguiente
menu_label__(L_09c87),星屑夜空／調教,Hoshikuzu Yozora/Training,Hoshikuzu Yozora/Formación
menu_label__(L_09c93),星屑夜空／売春,Hoshikuzu Yozora/Prostitution,Hoshikuzu Yozora/Prostitución
menu_label__(L_09c9f),捕虜汎用２,POW General Purpose 2,POW propósito general 2
menu_label__(L_09cb5),夜空／ＥＰＬ,Yozora/EPL,Yozora/EPL
menu_label__(L_09d3d),Ａパート,Part A,Parte A.
menu_label__(L_09eb3),Ｂパート,Part B,Parte B
menu_label__(L_0a075),Ｃパート,C part,Parte C
menu_label__(L_0a1ed),Ｄパート,Part D,Parte D.
menu_label__(L_0a369),Ｅパート,Part E,Parte E.
menu_label__(L_0a4c5),Ｆパート,F part,Parte F
menu_label__(L_0a641),Ｇパート,G part,Parte G
menu_label__(L_0a781),ヒノデ／散歩する,Hinode/take a walk,Hinode/Dando un paseo.
menu_label__(L_0a78d),サカイ／ＳＳＳ学園生徒を観察,Sakai/SSS Academy students observed,Estudiantes de la Academia Sakai/SSS observados.
menu_label__(L_0a799),サカイ／天才病院を征服１,Sakai/Conquering Genius Hospital 1,Sakai/Conquista del Hospital de los Genios 1.
menu_label__(L_0a7a5),サカイ／天才病院を征服２,Sakai/Conquer Genius Hospital 2,Sakai/Conquista del Hospital de los Genios 2.
menu_label__(L_0a7b1),サカイ／天才病院の秘密,Sakai/Secrets of the Genius Hospital,Sakai/Secretos del Hospital de los Genios.
menu_label__(L_0a7bd),サカイ／病院の治療１,Sakai/Hospital Treatment 1,Tratamiento Sakai/Hospital 1.
menu_label__(L_0a7c9),サカイ／病院の治療２,Sakai/Hospital Treatment 2,Tratamiento Sakai/Hospital 2.
menu_label__(L_0a7d5),イコマ／武器屋支配,Ikoma/Arms Shop Control,Ikoma/control de la tienda de armas
menu_label__(L_0a7e1),イコマ／武器屋,Ikoma/Arms Shop,Ikoma/traficante de armas
menu_label__(L_0a7ed),イコマ／情婦捕獲,Ikoma/LoverCapture,Ikoma/LoverCaptura.
menu_label__(L_0a7f9),テンマ／中学生拉致,Tenma/Abduction of junior high school students,Temma/secuestro de estudiantes de secundaria
menu_label__(L_0a805),テンマ／えびちり／ウスパ,Tenma/Shrimp Chiri/Uspa,Temma/Camarones Chiri/Uspa.
menu_label__(L_0a811),ウメダ／ハニービル,Umeda/Hanny Building,Edificio Umeda/Hanny.
menu_label__(L_09eb3),次,next,siguiente
menu_label__(L_0a81d),フナイ／看護婦,Funai/Nurse,Funai/enfermeras.
menu_label__(L_0a829),コフン／探索,Cohun/Exploration,Kohun/Exploración.
menu_label__(L_0a835),コフン／初めて入る,Kohun/first time entering,Kohun/entrar por primera vez
menu_label__(L_0a857),カネシタ／温泉初,Kaneshita/Onsen first,Kaneshita/Onsen primero
menu_label__(L_0a863),カネシタ／温泉での情報,Kaneshita/Information at Onsen,Kaneshita/Información en aguas termales.
menu_label__(L_0a86f),カネシタ／温泉汎用,Kaneshita/Onsen General Purpose,Kaneshita/Onsen Objetivo general
menu_label__(L_0a87b),カネシタ／鍾乳洞探索,Kaneshita/Exploring limestone caves,Kaneshita/Explorando las cuevas de piedra caliza
menu_label__(L_0a887),ナンコウ／ドリアンショップ,Nanko/Durian Shop,Tienda Nankow/Durian.
menu_label__(L_0a89f),ナンコウ／外国語塾,Nanko/Foreign Language School,Nankow/Escuela de Idiomas
menu_label__(L_0a8ab),ミドリガオカ／女子をスカウト１,Midorigaoka/Scouting for girls 1,Midorigaoka/Escultismo para niñas 1.
menu_label__(L_0a8b7),ミドリガオカ／女子をスカウト２,Midorigaoka/Scouting for girls 2,Midorigaoka/Escultismo para niñas 2.
menu_label__(L_0a8d9),ミドリガオカ／ばばあ長屋を脅す,Midorigaoka/Threaten grandmother's tenement,Midorigaoka/Amenazar la vivienda de la abuela
menu_label__(L_0a8e5),クサカタ／ハニー土木訪問,Kusakata/Hanny civil engineering visit,Kusakata/Hanny Visitas de ingeniería civil
menu_label__(L_0a8f1),クサカタ／ハニー土木訪問／解雇中,Kusakata/Hanny Civil engineering visit/under dismissal,Kusakata/Hanny Visitas de ingeniería civil/despido
menu_label__(L_0a8fd),コウシエン／熱子,Koushien/Atago,Koushien/niño del calor.
menu_label__(L_0a075),次,next,siguiente
menu_label__(L_0a909),プノンペン／タコ井戸探索,Phnom Penh/Octopus well exploration,Phnom Penh/Exploración del pozo Octopus.
menu_label__(L_0a915),プノンペン／海外凱旋事務所,Phnom Penh/Overseas Triumph Office,Phnom Penh/Oficina del Triunfo en el Extranjero
menu_label__(L_0a921),シラハマ／まんぼう,Shirahama/Mambo,Sirahama/Mambo
menu_label__(L_0a92d),シラハマ／宝箱,Sirahama/Treasure chest,Sirahama/Pecho del Tesoro.
menu_label__(L_0a939),スズカ／調べる,Suzuka/Examine,Suzuka/Averigua.
menu_label__(L_0a945),スズカ／ちんぴらスカウト,Suzuka/ChinpiraScout,Suzuka/ChinpiraScout.
menu_label__(L_0a951),エデン／調べる,Eden/Examine,Eden/Averigua.
menu_label__(L_0a95d),エデン／女性士官をさらう,Eden/kidnapping female officers,Edén/secuestro de mujeres oficiales.
menu_label__(L_0a969),治安維持,maintenance of public order,mantenimiento del orden público
menu_label__(L_0a975),事件鎮圧出来ず,Incident could not be suppressed,Incidente no suprimido.
menu_label__(L_0a981),駄目１事件現場,No. 1 crime scene,La escena del crimen número 1.
menu_label__(L_0a98d),地域／ネズミ事件,Region/Rat case,Incidentes regionales/ratas.
menu_label__(L_0a999),地域／犬事件,Region/Dog Incident,Región/caso del perro
menu_label__(L_0a9a5),地域／猿事件,Geographical Area/Ape Event,Eventos geográficos/simios
menu_label__(L_0a9b1),地域／ダチョウ事件,Region/Ostrich case,Región/Caso de avestruz
menu_label__(L_0a1ed),次,next,siguiente
menu_label__(L_0a9bd),事件解決,resolution of an incident,resolución de un incidente
menu_label__(L_0a9c9),事件未解決,Incident unresolved,Incidencias no resueltas
menu_label__(L_0a9d5),サカイ／眼鏡っ娘スカウト１,Sakai/Glasses Girl Scout 1,Sakai/Spectacled Girl Scout 1.
menu_label__(L_0a9e1),サカイ／眼鏡っ娘スカウト２,Sakai/Glasses Girl Scout 2,Sakai/Guía exploradora de gafas 2
menu_label__(L_0a9ed),イコマ／テレビ局,Ikoma/TV station,Ikoma/Estación de TV
menu_label__(L_0a9f9),ナンバ／ヤクザ塾,Namba/Yakuza Juku,Escuela Namba/Yakuza.
menu_label__(L_0aa05),ダンジリ／神社の説明,Danjiri/Shrine Theory.,Teoría de Danjili/santuario.
menu_label__(L_0aa11),売春ファン,prostitution fan,fanático de la prostitución
menu_label__(L_0aa1d),ロッコウ／つちのこおばさん,Rocco/Auntie Tsuchinoko,Rocco/Tía Tsuchinoko
menu_label__(L_0aa29),フナイ／オルターエロ０,Funai/Oltaero 0,Funai/Oltero 0
menu_label__(L_0aa35),フナイ／オルターエロ１,Funai/Alter Ero 1,Funai/Alter Ero 1.
menu_label__(L_0aa41),フナイ／オルターエロ２,Funai/Alter Ero 2,Funai/Alter Ero 2.
menu_label__(L_0aa4d),フナイ／オルターエロ３,Funai/Alter Ero 3,Funai/Alter Ero 3.
menu_label__(L_0aa59),ヒノデ／コーギー,Hinode/Corgi,Hinode/Corgi.
menu_label__(L_0a369),次,next,siguiente
menu_label__(L_0aa65),ハクア／伝説の木の下,Hakua/Under the legendary tree,Hakua/Bajo el árbol legendario
menu_label__(L_0aa71),イコマ／武器屋支配,Ikoma/Arms Shop Control,Ikoma/control de la tienda de armas
menu_label__(L_0aa7d),イコマ／武器屋,Ikoma/Arms Shop,Ikoma/traficante de armas
menu_label__(L_0aa89),フナイ／闇看護婦ミー,Funai/Yami Nurse Mee,Funai/Dark Nurse Mee.
menu_label__(L_0aa95),フナイ／闇看護婦サー,Funai/Yami Nurse Sir,Funai/Yami Nurse Sir.
menu_label__(L_0aaa1),フナイ／闇看護婦ター,Funai/Yami Nurse Tur,Funai/Enfermera Oscura Tur.
menu_label__(L_0aaad),ナンコウ／ニコチン,Nanko/Nicotine,Nankow/Nicotina.
menu_label__(L_0aab9),ウメダ／女子学生スカウト,Umeda/Female Student Scout,Umeda/Estudiantes exploradoras
menu_label__(L_0aac5),センリ／サンタワー　１,Senri/Sun Tower 1,Senri/Torre del Sol 1.
menu_label__(L_0aadb),センリ／サンタワー　２,Senri/Sun Tower 2,Senri/Torre del Sol 2
menu_label__(L_0aaf1),センリ／サンタワー　３,Senri/Sun Tower 3,Senri/Torre del Sol 3
menu_label__(L_0ab07),センリ／サンタワー　４,Senri/Sun Tower 4,Senri/Torre del Sol 4
menu_label__(L_0a4c5),次,next,siguiente
menu_label__(L_0ab1d),センリ／サンタワー　５,Senri/Sun Tower 5,Senri/Torre del Sol 5
menu_label__(L_0ab33),センリ／サンタワー　６,Senri/Sun Tower 6,Senri/Torre del Sol 6
menu_label__(L_0ab49),センリ／サンタワー　７,Senri/Sun Tower 7,Senri/Torre del Sol 7
menu_label__(L_0ab5f),ナンバ／馬券売り場,Namba/Horse Sale,Namba/cajas de caballo.
menu_label__(L_0ab6b),コフン／ヤクザをスカウト,Scouting for Kohun/Yakuza,Buscando a Kohun/yakuza.
menu_label__(L_0ab77),イタミ／イタコ屋敷,Itami/Itako Yashiki,Casa Itami/Itako.
menu_label__(L_0ab9d),コウシエン／猛者,Koushien/Fierce,Koushien/El feroz.
menu_label__(L_0aba9),キタハマ／なまず取り,Kitahama/Catfish catching,Kitahama/captura de siluro
menu_label__(L_0abb5),ダンジリ／神社の宝,Danjiri/Shrine Treasure,Danjili/Tesoro del Santuario.
menu_label__(L_0abc1),シラハマ／宝箱,Sirahama/Treasure chest,Sirahama/Pecho del Tesoro.
menu_label__(L_0abcd),オオアナ／放射能シャワー,Oana/Radioactive shower,Oana/ducha radioactiva.
menu_label__(L_0abd9),遅刻ペンギン来る,Late Penguin Coming,El pingüino tardío está llegando.
menu_label__(L_0abe5),ウメダ／ハニービル２,Umeda/HannyBuilding 2,Umeda/HannyEdificio 2
menu_label__(L_0abf1),コフン／農協祭り,Kohun/Agricultural Cooperative Festival,Kohun/Festival de la Cooperativa Agrícola
menu_label__(L_0abfd),地域／ロリ軍団,Region/Lori Corps,Regional/Lori Legion.
menu_label__(L_0ac09),地域／主婦軍団,Community/Housewives Corps,Comunidad/Legión de Amas de Casa.
menu_label__(L_0ac15),地域／酔っぱらい軍団,Region/Yopparai Corps,Región/Cuerpo de Yopparai
menu_label__(L_0ac21),アマノサト／猫まねき,Amano Sato/Neko Maneki,Amano Sato/Neko Maneki
menu_label__(L_0ac2d),アマノサト／猿まねき,Amano Sato/Monkey Maneki,Amano Sato/Mono Maneki
menu_label__(L_0ac39),パナジ／海の王者,Panaji/King of the Sea,Panaji/King of the Seas.
menu_label__(L_0ac45),パナジ／海の贈り物,Panaji/Gift of the Sea,Panaji/Regalo del Mar.
menu_label__(L_0ac51),パナジ／贈り物拾い,Panaji/gift pickup,Panaji/recogida de regalos.
menu_label__(L_0ac5d),パナジ／水栽培セット,Panaji/Hydroponics Set,Conjunto Panaji/hidropónico
menu_label__(L_0ac69),センリ／サンタワー征圧,Senri/Sun Tower Conquest,Conquista de Senri/Torre del Sol.
menu_label__(L_0ac75),クロモン／福引き券,Cromon/Lucky draw tickets,Cromon/boletos para el “goody-two-shoes” (en inglés)
menu_label__(L_0ac81),ヒラカタ／ひらぴー征圧,Hirakata/Hirappi Conquest,Conquista de Hirakata/Hirapy
menu_label__(L_0ade9),捕虜始めて,War Prisoner,Prisionero de guerra
menu_label__(L_0adfa),捕虜汎用,POW General Purpose,POW propósito general
menu_label__(L_0ae0b),捕虜物欲,POW camp,Campo de prisioneros de guerra
menu_label__(L_0ae1c),捕虜スカウト,POW scout,Explorador POW
menu_label__(L_0ae2d),捕虜殺す,POWSatsuSu,POWSatsuSu
menu_label__(L_0ae49),捕虜警察,POW police,Policía POW
menu_label__(L_0ae65),伊織／クロモン日常１,Iori/Chromon Daily Life1,Iori/Chromon Vida cotidiana1
menu_label__(L_0ae71),伊織／クロモン日常２,Iori/Chromon Daily Life 2,Iori/Chromon Daily 2
